Soil Resistivity (Ohm-m),pH,Moisture Equivalent(%),exposure time,Air pore space (%),Clay %,Pipe Diameter (inches),Iron and Steel Type,Loss Oz/ft2
74.4,5.6,24.2,8.0,7.5,15.3,1.5,Open Hearth iron,4.1
15.02,7.1,7.5,10.2,23.09,31.04,1.57,Open Hearth iron,3.98
6.84,7.3,37.6,12.9,2.0,44.9,3.0,Open Hearth iron,5.77
4.94,7.52,54.31,6.0,5.73,70.24,3.1,Open Hearth iron,5.82
17.8,7.2,25.8,14.56,9.5,36.0,3.0,Bessemer Steel,2.98
74.59,6.45,12.75,4.0,27.89,6.57,1.47,Wrought Iron,2.19
177.87,4.64,29.2,6.2,18.18,46.21,2.94,Wrought Iron,3.69
12.7,4.2,34.5,10.56,26.6,71.2,1.5,Wrought Iron,14.18
17.8,7.2,25.8,8.1,9.5,36.0,3.0,Open Hearth iron,2.02
12.7,4.2,34.5,4.0,26.6,71.2,1.5,Bessemer Steel,6.54
11.4,7.3,28.4,5.6,16.6,20.3,1.5,Wrought Iron,4.0
4.08,6.8,24.6,5.84,2.5,62.6,3.0,Open Hearth iron,11.36
59.8,4.5,30.8,7.7,4.4,51.7,1.5,Wrought Iron,7.1
56.99,7.1,18.03,7.7,11.83,15.73,1.7,Wrought Iron,2.7
50.52,4.95,28.5,1.85,9.64,22.6,1.5,Bessemer Steel,2.0
13.2,5.3,33.1,13.38,6.9,40.3,1.5,Wrought Iron,6.51
52.1,5.8,32.0,5.2,15.5,13.2,1.5,Bessemer Steel,2.4
431.0,5.9,12.2,12.06,40.6,7.2,1.5,Bessemer Steel,0.9
35.2,6.2,17.2,5.41,14.4,13.9,1.5,Wrought Iron,3.47
113.84,5.26,25.12,8.09,11.75,29.74,3.0,Bessemer Steel,2.63
74.6,6.6,13.0,12.0,27.8,6.6,3.0,Wrought Iron,4.8
109.83,5.29,31.96,7.8,15.5,53.09,3.05,Bessemer Steel,1.56
49.0,6.7,23.4,1.4,14.7,35.1,1.5,Wrought Iron,1.3
2.78,9.4,24.7,9.02,6.1,6.2,1.5,Bessemer Steel,18.74
4.89,7.5,54.4,8.55,5.7,70.4,3.0,Open Hearth iron,6.05
0.6,3.1,55.4,3.18,68.9,65.0,3.0,Wrought Iron,3.81
114.0,4.5,13.0,1.63,34.7,5.6,3.0,Open Hearth iron,0.31
137.0,4.7,34.8,10.43,14.9,45.8,3.0,Wrought Iron,8.82
139.28,3.87,6.6,10.94,6.35,4.31,3.0,Open Hearth iron,7.59
21.32,4.48,34.37,7.6,3.77,63.62,1.43,Wrought Iron,4.23
1.3,7.0,29.4,11.12,7.2,32.4,1.5,Open Hearth iron,5.04
29.8,7.3,46.4,3.74,20.9,18.6,3.0,Open Hearth iron,1.82
23.7,6.2,31.2,5.58,10.8,30.9,1.5,Wrought Iron,4.02
51.5,4.9,28.4,7.02,9.6,22.3,3.0,Wrought Iron,5.88
177.9,4.8,29.1,13.8,18.2,46.1,1.5,Wrought Iron,4.7
48.86,6.68,23.44,1.4,14.57,35.05,1.46,Open Hearth iron,1.26
31.9,7.1,12.4,8.92,33.5,12.8,3.0,Wrought Iron,1.6
17.8,7.2,25.8,5.7,9.5,36.0,1.5,Bessemer Steel,1.9
137.0,4.7,34.8,4.12,14.9,45.8,3.0,Bessemer Steel,5.11
16.13,7.25,15.21,7.59,14.54,37.29,1.5,Bessemer Steel,2.72
137.0,4.7,34.8,6.86,14.9,45.8,1.5,Bessemer Steel,8.16
49.0,6.7,23.4,5.62,14.7,35.1,1.5,Wrought Iron,2.57
74.4,5.6,24.2,1.44,7.5,15.3,3.0,Bessemer Steel,1.23
28.9,7.5,22.4,2.43,3.8,36.3,3.0,Bessemer Steel,1.56
4.01,6.8,24.62,8.9,2.53,62.82,1.48,Bessemer Steel,16.66
386.01,4.59,2.89,12.0,32.02,2.57,1.53,Wrought Iron,2.51
49.0,6.7,23.4,9.15,14.7,35.1,3.0,Open Hearth iron,3.62
13.2,5.3,33.1,8.28,6.9,40.3,3.0,Open Hearth iron,4.4
74.4,5.6,24.2,4.0,7.5,15.3,3.0,Open Hearth iron,3.0
8.0,6.8,72.8,3.55,34.0,46.2,1.5,Bessemer Steel,3.33
110.0,5.3,32.0,10.12,15.5,53.1,3.0,Bessemer Steel,1.61
28.9,7.5,22.4,8.41,3.8,36.3,1.5,Open Hearth iron,3.15
0.6,3.1,55.4,9.9,68.9,65.0,3.0,Open Hearth iron,11.2
386.0,4.5,3.0,17.2,32.1,2.6,3.0,Open Hearth iron,2.8
1.38,7.05,29.33,11.6,7.15,32.35,3.04,Bessemer Steel,5.47
10.0,8.8,31.2,4.49,7.2,31.2,1.5,Bessemer Steel,2.05
74.6,6.6,13.0,8.17,27.8,6.6,3.0,Bessemer Steel,4.62
66.32,5.04,33.83,10.79,10.33,42.66,1.5,Bessemer Steel,5.33
2.78,9.4,24.7,9.19,6.1,6.2,3.0,Bessemer Steel,20.56
28.2,6.8,24.8,15.0,15.8,52.1,3.0,Open Hearth iron,5.26
17.8,7.2,25.8,11.7,9.5,36.0,3.0,Open Hearth iron,3.6
137.0,4.7,34.8,10.58,14.9,45.8,1.5,Wrought Iron,12.25
151.25,4.99,27.45,13.65,15.52,39.29,3.0,Wrought Iron,3.83
6.84,7.3,37.6,4.62,2.0,44.9,1.5,Wrought Iron,3.39
5.7,3.7,42.6,7.07,1.9,87.8,3.0,Bessemer Steel,3.48
11.4,7.3,28.4,4.65,16.6,20.3,1.5,Bessemer Steel,2.07
74.4,5.6,24.2,6.13,7.5,15.3,3.0,Bessemer Steel,3.23
51.5,4.9,28.4,5.2,9.6,22.3,1.5,Wrought Iron,5.09
82.9,4.4,22.2,4.0,12.0,26.5,1.5,Open Hearth iron,2.9
137.0,4.7,34.8,2.0,14.9,45.8,1.5,Bessemer Steel,3.1
13.2,5.3,33.1,17.4,6.9,40.3,3.0,Wrought Iron,5.5
1.3,7.0,29.4,6.82,7.2,32.4,1.5,Bessemer Steel,2.99
0.6,3.1,55.4,2.95,68.9,65.0,3.0,Open Hearth iron,3.97
3.3,7.6,37.0,4.1,8.7,70.1,3.0,Open Hearth iron,1.91
20.6,7.3,18.0,12.1,10.9,26.0,1.5,Wrought Iron,2.7
2.63,7.4,14.8,9.64,18.7,26.7,1.5,Bessemer Steel,11.46
94.58,5.87,23.72,6.02,20.86,32.84,3.0,Bessemer Steel,2.36
11.4,7.3,28.4,9.8,16.6,20.3,1.5,Wrought Iron,3.5
10.0,8.8,31.2,5.7,7.2,31.2,1.5,Bessemer Steel,2.4
49.0,6.7,23.4,9.9,14.7,35.1,3.0,Bessemer Steel,4.3
8.08,6.75,36.28,5.32,7.36,68.36,3.0,Wrought Iron,2.01
386.0,4.5,3.0,7.88,32.1,2.6,1.5,Bessemer Steel,1.74
82.9,4.4,22.2,3.95,12.0,26.5,1.5,Bessemer Steel,2.98
430.8,6.07,12.23,17.6,40.62,7.31,3.03,Open Hearth iron,1.94
0.68,3.21,55.3,8.0,68.79,64.94,2.99,Open Hearth iron,10.71
105.11,5.41,30.77,11.27,16.63,50.58,3.0,Bessemer Steel,1.61
430.91,5.8,11.98,12.0,40.57,7.08,1.56,Wrought Iron,1.21
29.8,7.3,46.4,5.5,20.9,18.6,1.5,Wrought Iron,2.1
74.73,6.68,12.8,1.3,27.84,6.58,2.85,Open Hearth iron,1.0
82.93,4.36,22.14,7.8,12.13,26.59,2.99,Open Hearth iron,4.52
20.6,7.3,18.0,14.48,10.9,26.0,1.5,Bessemer Steel,1.01
12.07,7.05,28.56,5.4,1.05,52.43,1.37,Open Hearth iron,4.47
5.7,3.7,42.6,6.24,1.9,87.8,3.0,Open Hearth iron,3.31
20.6,7.3,18.0,5.2,10.9,26.0,3.0,Bessemer Steel,1.43
13.2,5.3,33.1,9.29,6.9,40.3,1.5,Open Hearth iron,5.21
12.55,4.26,34.27,8.0,26.58,71.22,3.1,Wrought Iron,10.78
35.2,6.2,17.2,11.8,14.4,13.9,3.0,Bessemer Steel,4.6
6.84,7.3,37.6,4.95,2.0,44.9,1.5,Bessemer Steel,3.2
10.0,8.8,31.2,4.3,7.2,31.2,1.5,Open Hearth iron,1.7
205.0,4.7,2.8,14.55,38.1,0.6,1.5,Bessemer Steel,3.46
35.2,6.2,17.2,8.93,14.4,13.9,3.0,Bessemer Steel,4.03
11.4,7.3,28.4,2.64,16.6,20.3,3.0,Bessemer Steel,0.89
11.4,7.3,28.4,11.7,16.6,20.3,1.5,Open Hearth iron,3.0
4.89,7.5,54.4,8.0,5.7,70.4,1.5,Open Hearth iron,5.0
51.62,5.04,28.38,9.6,9.36,22.3,3.08,Wrought Iron,7.29
10.0,8.8,31.2,6.51,7.2,31.2,1.5,Bessemer Steel,2.65
10.0,8.8,31.2,7.6,7.2,31.2,3.0,Bessemer Steel,2.0
0.57,3.3,55.45,7.9,68.82,64.92,2.96,Wrought Iron,10.02
28.27,6.66,24.8,5.6,15.79,52.13,1.53,Wrought Iron,2.5
8.0,6.8,72.8,3.76,34.0,46.2,3.0,Bessemer Steel,3.63
31.56,6.52,26.53,5.37,5.62,29.58,3.0,Open Hearth iron,3.06
35.26,6.2,17.21,5.9,14.15,13.95,1.66,Open Hearth iron,2.59
17.8,7.2,25.8,12.34,9.5,36.0,3.0,Open Hearth iron,3.55
17.7,7.6,25.7,1.5,2.6,46.1,3.0,Bessemer Steel,0.5
11.41,7.24,28.43,1.2,16.63,20.33,1.46,Open Hearth iron,0.3
9.7,6.0,33.0,2.0,2.3,47.1,1.5,Bessemer Steel,2.0
3.19,6.31,45.63,3.23,4.25,10.93,1.5,Bessemer Steel,7.46
57.45,6.37,22.07,12.87,15.72,23.63,1.5,Wrought Iron,4.63
13.15,7.0,28.8,5.31,4.9,35.8,3.0,Bessemer Steel,3.69
82.9,4.4,22.2,4.95,12.0,26.5,1.5,Bessemer Steel,3.62
14.87,6.85,7.52,5.2,23.24,30.97,3.01,Wrought Iron,2.87
1.17,7.1,29.28,5.6,7.28,32.51,1.39,Bessemer Steel,1.8
178.12,5.02,29.15,3.9,18.07,46.02,1.34,Bessemer Steel,3.58
9.7,6.0,33.0,4.1,2.3,47.1,1.5,Wrought Iron,4.3
21.2,4.4,34.3,3.04,3.7,63.6,1.5,Wrought Iron,2.17
6.84,7.3,37.6,7.9,2.0,44.9,1.5,Bessemer Steel,3.6
29.8,7.3,46.4,13.96,20.9,18.6,1.5,Bessemer Steel,3.77
59.8,4.5,30.8,6.75,4.4,51.7,1.5,Bessemer Steel,5.86
48.34,6.71,23.27,11.76,14.61,34.89,3.0,Bessemer Steel,5.2
2.63,7.4,14.8,7.7,18.7,26.7,1.5,Bessemer Steel,3.8
8.11,6.65,72.73,1.0,34.0,46.22,1.42,Wrought Iron,0.51
431.0,5.9,12.2,10.39,40.6,7.2,3.0,Bessemer Steel,1.24
29.79,7.22,46.46,3.5,20.84,18.82,3.06,Wrought Iron,1.96
20.6,7.3,18.0,17.5,10.9,26.0,3.0,Bessemer Steel,3.2
4.89,7.5,54.4,2.61,5.7,70.4,1.5,Wrought Iron,2.37
4.89,7.5,54.4,8.0,5.7,70.4,3.0,Wrought Iron,5.8
21.32,4.39,34.16,7.7,3.69,63.47,3.11,Wrought Iron,4.04
2.78,9.4,24.7,5.0,6.1,6.2,1.5,Open Hearth iron,12.13
31.93,7.12,12.55,6.3,33.55,12.76,1.6,Bessemer Steel,2.88
109.99,5.31,31.82,3.9,15.58,53.27,1.45,Open Hearth iron,1.39
74.4,5.6,24.2,3.17,7.5,15.3,3.0,Wrought Iron,2.56
112.0,3.8,7.0,7.04,3.5,4.5,3.0,Bessemer Steel,4.98
16.61,8.79,23.25,10.76,9.66,6.13,3.0,Open Hearth iron,17.2
12.19,7.05,28.7,11.7,1.1,52.57,1.48,Bessemer Steel,9.29
15.0,7.0,7.6,4.91,23.2,30.9,1.5,Open Hearth iron,2.87
137.0,4.7,34.8,4.1,14.9,45.8,1.5,Open Hearth iron,4.5
0.6,3.1,55.4,5.85,68.9,65.0,1.5,Open Hearth iron,5.44
2.78,9.43,24.6,12.1,6.04,6.36,2.98,Wrought Iron,20.63
9.56,6.03,32.97,1.9,2.26,47.1,3.06,Wrought Iron,2.29
112.1,3.72,7.0,1.8,3.57,4.64,1.37,Open Hearth iron,2.27
431.0,5.9,12.2,8.1,40.6,7.2,3.0,Open Hearth iron,0.8
1.5,6.94,29.47,16.9,7.19,32.37,1.63,Bessemer Steel,5.39
13.15,7.0,28.8,4.26,4.9,35.8,3.0,Bessemer Steel,2.39
59.8,4.5,30.8,11.8,4.4,51.7,1.5,Wrought Iron,8.6
28.9,7.5,22.4,5.11,3.8,36.3,1.5,Wrought Iron,2.64
74.6,6.6,13.0,6.1,27.8,6.6,1.5,Open Hearth iron,3.4
19.78,4.34,28.3,5.7,3.96,34.0,1.36,Bessemer Steel,2.32
177.9,4.8,29.1,11.27,18.2,46.1,1.5,Wrought Iron,4.56
15.0,7.0,7.6,9.82,23.2,30.9,1.5,Open Hearth iron,4.27
137.0,4.7,34.8,12.0,14.9,45.8,3.0,Open Hearth iron,11.2
204.94,4.61,2.72,8.0,38.17,0.48,1.59,Bessemer Steel,2.79
1.3,7.0,29.4,11.6,7.2,32.4,1.5,Open Hearth iron,5.2
74.4,5.6,24.2,11.67,7.5,15.3,1.5,Open Hearth iron,4.77
17.7,7.6,25.7,4.59,2.6,46.1,1.5,Wrought Iron,1.8
5.7,3.7,42.6,5.4,1.9,87.8,3.0,Wrought Iron,3.22
177.9,4.8,29.1,4.0,18.2,46.1,3.0,Bessemer Steel,3.6
41.37,5.84,27.63,9.58,8.87,18.95,3.0,Wrought Iron,7.46
8.06,6.93,72.71,9.8,34.06,46.18,2.99,Wrought Iron,10.27
12.17,6.92,28.53,1.0,1.07,46.08,1.46,Open Hearth iron,1.06
28.73,7.4,22.55,11.7,3.61,36.23,1.75,Wrought Iron,6.55
66.7,5.6,22.2,1.79,7.0,17.7,3.0,Wrought Iron,1.95
29.8,7.3,46.4,5.5,20.9,18.6,3.0,Open Hearth iron,1.2
82.9,4.4,22.2,6.42,12.0,26.5,3.0,Wrought Iron,5.38
51.55,4.98,28.14,5.7,9.62,22.23,1.56,Wrought Iron,5.35
0.59,3.2,55.64,12.0,69.01,64.94,1.56,Wrought Iron,16.61
17.8,7.2,25.8,5.7,9.5,36.0,3.0,Open Hearth iron,1.7
15.01,7.08,7.55,12.2,23.11,30.9,1.54,Wrought Iron,4.99
82.93,4.34,22.09,5.9,11.97,26.52,1.44,Open Hearth iron,5.29
12.34,7.14,28.66,9.7,1.11,52.42,2.99,Bessemer Steel,9.09
112.0,3.8,7.0,10.29,3.5,4.5,3.0,Open Hearth iron,8.67
0.6,3.1,55.4,4.63,68.9,65.0,1.5,Wrought Iron,7.4
31.9,7.1,12.4,11.31,33.5,12.8,1.5,Wrought Iron,3.82
5.7,3.7,42.6,3.24,1.9,87.8,3.0,Open Hearth iron,2.39
6.66,7.23,37.62,2.1,1.86,44.79,1.77,Open Hearth iron,1.97
0.6,3.1,55.4,9.92,68.9,65.0,3.0,Bessemer Steel,9.82
11.4,7.3,28.4,8.69,16.6,20.3,1.5,Bessemer Steel,3.14
19.68,4.55,28.53,1.0,4.02,34.24,2.94,Open Hearth iron,0.53
82.83,4.23,22.09,9.9,12.02,26.51,2.99,Bessemer Steel,6.83
9.7,6.0,33.0,7.86,2.3,47.1,1.5,Bessemer Steel,5.49
114.0,4.5,13.0,12.0,34.7,5.6,1.5,Bessemer Steel,1.4
84.99,4.99,29.33,9.4,5.39,1.13,1.46,Bessemer Steel,4.09
3.04,9.35,21.63,4.1,34.48,9.35,1.43,Bessemer Steel,3.87
82.9,4.4,22.2,4.0,12.0,26.5,3.0,Wrought Iron,2.9
10.0,8.8,31.2,7.6,7.2,31.2,1.5,Wrought Iron,2.3
49.27,6.78,23.19,9.9,14.57,35.14,3.05,Wrought Iron,4.46
5.7,3.7,42.6,4.0,1.9,87.8,3.0,Bessemer Steel,3.3
11.4,7.3,28.4,11.7,16.6,20.3,3.0,Open Hearth iron,2.7
112.0,4.5,13.8,6.0,16.0,17.6,1.5,Open Hearth iron,1.3
112.0,4.5,13.8,10.41,16.0,17.6,3.0,Open Hearth iron,2.48
205.0,4.7,2.8,6.9,38.1,0.6,1.5,Bessemer Steel,2.3
17.8,7.2,25.8,4.27,9.5,36.0,1.5,Wrought Iron,1.49
4.96,5.11,34.43,10.34,2.17,76.36,1.5,Bessemer Steel,6.44
12.15,7.0,28.6,3.6,1.1,52.5,3.0,Bessemer Steel,4.3
28.2,6.8,24.8,16.9,15.8,52.1,3.0,Wrought Iron,5.5
2.63,7.4,14.8,1.21,18.7,26.7,3.0,Bessemer Steel,1.71
5.7,3.7,42.6,17.6,1.9,87.8,1.5,Open Hearth iron,9.3
10.18,8.72,31.34,1.2,7.21,31.18,1.53,Wrought Iron,0.67
3.38,7.36,36.96,5.9,8.76,70.18,3.05,Open Hearth iron,3.27
8.0,6.8,72.8,9.05,34.0,46.2,3.0,Wrought Iron,9.6
177.89,4.66,29.08,17.6,18.26,46.03,3.1,Open Hearth iron,4.17
386.0,4.5,3.0,10.07,32.1,2.6,3.0,Bessemer Steel,2.2
1.3,7.0,29.4,3.67,7.2,32.4,3.0,Bessemer Steel,1.43
20.6,7.3,18.0,4.32,10.9,26.0,3.0,Open Hearth iron,1.86
59.8,4.5,30.8,4.26,4.4,51.7,3.0,Wrought Iron,4.22
2.78,9.4,24.7,10.44,6.1,6.2,3.0,Open Hearth iron,19.69
114.0,4.5,13.0,6.47,34.7,5.6,3.0,Wrought Iron,1.08
17.8,7.2,25.8,17.0,9.5,36.0,1.5,Wrought Iron,4.2
4.08,6.8,24.6,2.07,2.5,62.6,3.0,Open Hearth iron,4.08
52.1,5.8,32.0,5.99,15.5,13.2,1.5,Bessemer Steel,2.73
21.04,4.39,34.29,17.0,3.65,63.7,1.5,Open Hearth iron,7.56
110.0,5.3,32.0,11.53,15.5,53.1,1.5,Wrought Iron,2.51
4.89,7.5,54.4,2.95,5.7,70.4,1.5,Bessemer Steel,2.62
35.2,6.2,17.2,4.25,14.4,13.9,3.0,Wrought Iron,2.54
205.0,4.7,2.8,5.57,38.1,0.6,1.5,Wrought Iron,1.78
82.9,4.4,22.2,7.85,12.0,26.5,1.5,Bessemer Steel,4.49
3.3,7.6,37.0,5.8,8.7,70.1,3.0,Open Hearth iron,3.1
386.0,4.5,3.0,1.4,32.1,2.6,3.0,Open Hearth iron,0.3
355.55,4.61,5.07,15.66,29.7,3.84,3.0,Open Hearth iron,2.65
112.0,3.8,7.0,6.0,3.5,4.5,1.5,Open Hearth iron,4.2
177.9,4.8,29.1,4.94,18.2,46.1,1.5,Bessemer Steel,3.5
20.6,7.3,18.0,8.0,10.9,26.0,1.5,Open Hearth iron,2.4
56.97,7.4,17.76,11.8,11.68,15.95,2.88,Wrought Iron,3.62
15.3,6.03,28.4,6.73,10.64,26.82,1.5,Bessemer Steel,2.24
12.15,7.0,28.6,11.6,1.1,52.5,3.0,Bessemer Steel,11.6
4.91,7.72,54.52,17.6,5.79,70.38,1.55,Wrought Iron,12.25
49.0,6.7,23.4,7.41,14.7,35.1,3.0,Wrought Iron,3.28
31.9,7.1,12.4,2.76,33.5,12.8,1.5,Open Hearth iron,0.67
7.0,7.29,37.66,7.9,2.16,45.07,1.38,Wrought Iron,3.69
74.4,5.6,24.2,4.55,7.5,15.3,1.5,Wrought Iron,2.9
12.7,4.2,34.5,2.0,26.6,71.2,3.0,Bessemer Steel,4.1
19.7,4.6,28.4,5.7,3.9,34.2,3.0,Open Hearth iron,2.3
343.39,4.39,3.62,3.05,27.65,2.9,1.5,Open Hearth iron,1.46
11.4,7.3,28.4,3.27,16.6,20.3,1.5,Wrought Iron,1.58
10.13,8.67,31.25,7.6,7.15,31.14,1.41,Open Hearth iron,1.64
4.89,7.5,54.4,2.0,5.7,70.4,3.0,Open Hearth iron,2.3
136.93,4.58,34.73,12.0,14.8,45.76,1.41,Wrought Iron,17.23
431.08,5.89,12.41,6.2,40.58,7.21,1.57,Open Hearth iron,0.45
12.7,4.2,34.5,6.0,26.6,71.2,3.0,Bessemer Steel,8.9
10.0,8.8,31.2,10.6,7.2,31.2,1.5,Wrought Iron,3.65
15.0,7.0,7.6,10.64,23.2,30.9,1.5,Wrought Iron,4.8
17.8,7.2,25.8,16.29,9.5,36.0,1.5,Open Hearth iron,3.05
28.9,7.5,22.4,5.5,3.8,36.3,3.0,Wrought Iron,2.3
386.0,4.5,3.0,6.13,32.1,2.6,3.0,Bessemer Steel,1.22
9.7,6.0,33.0,6.19,2.3,47.1,3.0,Open Hearth iron,6.65
12.7,4.2,34.5,6.0,26.6,71.2,1.5,Wrought Iron,8.9
14.99,7.1,7.51,5.1,23.24,30.82,2.93,Bessemer Steel,2.75
3.3,7.6,37.0,7.7,8.7,70.1,3.0,Open Hearth iron,3.5
3.43,7.63,36.87,3.8,8.76,70.21,3.04,Open Hearth iron,1.68
10.0,8.8,31.2,1.73,7.2,31.2,1.5,Wrought Iron,0.9
59.8,4.5,30.8,4.43,4.4,51.7,1.5,Wrought Iron,4.01
3.47,7.73,37.08,7.8,8.68,70.31,1.69,Open Hearth iron,3.33
112.07,4.55,13.92,7.9,16.01,17.58,1.7,Bessemer Steel,2.36
6.88,8.21,24.25,7.19,12.07,29.29,1.5,Bessemer Steel,2.57
74.4,5.6,24.2,6.1,7.5,15.3,3.0,Wrought Iron,3.2
57.0,7.3,17.8,8.31,11.7,15.8,1.5,Open Hearth iron,2.04
74.6,6.6,13.0,6.1,27.8,6.6,3.0,Open Hearth iron,3.7
386.0,4.5,3.0,2.08,32.1,2.6,1.5,Wrought Iron,0.33
5.7,3.7,42.6,4.4,1.9,87.8,3.0,Wrought Iron,3.42
74.5,6.68,12.98,12.0,27.65,6.69,1.56,Wrought Iron,5.4
2.9,9.5,21.7,2.6,34.5,9.4,1.5,Wrought Iron,4.22
21.2,4.4,34.3,2.43,3.7,63.6,3.0,Bessemer Steel,1.73
205.0,4.7,2.8,4.62,38.1,0.6,1.5,Wrought Iron,1.73
66.64,5.85,22.04,8.1,7.05,17.69,1.44,Bessemer Steel,5.29
29.8,7.3,46.4,5.5,20.9,18.6,1.5,Bessemer Steel,1.5
111.9,3.81,6.95,1.9,3.37,4.51,3.01,Bessemer Steel,2.48
51.5,4.9,28.4,5.05,9.6,22.3,3.0,Wrought Iron,4.31
15.0,7.0,7.63,11.98,23.16,30.93,3.0,Bessemer Steel,5.79
15.0,7.0,7.6,8.72,23.2,30.9,1.5,Open Hearth iron,5.07
29.8,7.3,46.4,7.7,20.9,18.6,1.5,Wrought Iron,2.1
4.89,7.5,54.4,17.46,5.7,70.4,1.5,Bessemer Steel,10.33
51.5,4.9,28.4,10.34,9.6,22.3,1.5,Open Hearth iron,6.81
124.66,4.56,36.66,11.03,19.79,47.54,3.0,Open Hearth iron,10.39
29.8,7.3,46.4,14.84,20.9,18.6,3.0,Open Hearth iron,3.95
59.8,4.5,30.8,5.9,4.4,51.7,1.5,Open Hearth iron,5.2
112.22,4.65,13.93,2.1,15.98,17.44,1.55,Wrought Iron,1.02
3.35,7.93,37.0,7.7,8.67,70.12,3.13,Bessemer Steel,4.08
21.2,4.4,34.3,3.8,3.7,63.6,3.0,Bessemer Steel,2.62
2.63,7.4,14.8,1.2,18.7,26.7,3.0,Open Hearth iron,1.0
112.09,3.71,6.88,10.1,3.6,4.51,2.86,Wrought Iron,8.1
66.7,5.6,22.2,12.0,7.0,17.7,1.5,Wrought Iron,6.6
21.2,4.4,34.3,4.14,3.7,63.6,3.0,Open Hearth iron,3.05
114.05,4.47,13.02,4.0,34.63,5.58,1.56,Open Hearth iron,0.56
23.62,6.1,30.98,3.9,10.73,30.87,2.95,Wrought Iron,2.81
6.61,7.2,37.7,7.7,1.9,44.82,1.5,Bessemer Steel,3.68
110.0,5.3,32.0,2.2,15.5,53.1,1.5,Wrought Iron,0.69
431.0,5.9,12.2,14.25,40.6,7.2,1.5,Open Hearth iron,1.48
29.03,7.45,22.47,9.6,3.92,36.19,1.63,Wrought Iron,4.6
386.0,4.5,3.0,6.44,32.1,2.6,3.0,Wrought Iron,1.26
28.2,6.8,24.8,12.74,15.8,52.1,3.0,Wrought Iron,5.04
2.63,7.4,14.8,9.1,18.7,26.7,3.0,Wrought Iron,9.71
2.78,9.4,24.7,8.27,6.1,6.2,3.0,Open Hearth iron,20.93
11.99,7.09,28.56,7.6,0.97,52.36,3.21,Bessemer Steel,7.44
0.6,3.1,55.4,9.76,68.9,65.0,1.5,Bessemer Steel,16.58
178.01,4.74,29.09,6.0,18.46,46.08,2.92,Open Hearth iron,3.54
23.73,6.24,31.08,1.5,10.81,31.02,1.53,Bessemer Steel,2.08
49.0,6.7,23.4,4.0,14.7,35.1,3.0,Bessemer Steel,1.8
11.4,7.3,28.4,9.03,16.6,20.3,3.0,Open Hearth iron,2.85
6.84,7.3,37.6,7.9,2.0,44.9,3.0,Open Hearth iron,4.0
15.89,7.2,13.55,8.55,16.43,35.89,1.5,Open Hearth iron,2.85
67.39,5.02,28.6,5.1,10.75,35.23,1.5,Wrought Iron,4.47
33.41,6.57,27.03,8.0,8.3,16.32,1.5,Open Hearth iron,6.41
8.1,6.66,72.78,11.8,33.98,46.25,3.25,Wrought Iron,14.44
53.31,6.61,17.77,4.64,28.57,23.85,3.0,Wrought Iron,0.69
19.7,4.6,28.4,1.1,3.9,34.2,1.5,Wrought Iron,0.8
12.15,7.0,28.6,10.25,1.1,52.5,1.5,Wrought Iron,9.2
12.15,7.0,28.6,10.09,1.1,52.5,3.0,Wrought Iron,9.42
4.08,6.8,24.6,7.7,2.5,62.6,1.5,Wrought Iron,12.8
28.9,7.5,22.4,3.6,3.8,36.3,1.5,Open Hearth iron,2.2
205.0,4.7,2.8,13.56,38.1,0.6,1.5,Wrought Iron,3.33
114.0,4.5,13.0,12.0,34.7,5.6,3.0,Bessemer Steel,1.4
386.05,4.51,3.08,6.1,32.07,2.72,1.49,Wrought Iron,0.6
2.63,7.4,14.8,1.2,18.7,26.7,1.5,Wrought Iron,1.4
13.2,5.3,33.1,16.08,6.9,40.3,1.5,Wrought Iron,7.11
28.2,6.8,24.8,3.8,15.8,52.1,3.0,Open Hearth iron,1.42
3.3,7.6,37.0,7.7,8.7,70.1,1.5,Wrought Iron,3.3
23.7,6.2,31.2,1.5,10.8,30.9,1.5,Bessemer Steel,2.1
23.7,6.2,31.2,1.5,10.8,30.9,1.5,Open Hearth iron,2.0
38.41,6.62,23.06,4.47,14.9,29.49,1.5,Wrought Iron,0.88
0.6,3.1,55.4,4.1,68.9,65.0,3.0,Bessemer Steel,6.9
112.02,4.51,13.86,8.0,16.04,17.58,2.89,Bessemer Steel,2.15
4.7,5.61,31.5,7.73,2.27,72.25,3.0,Open Hearth iron,5.23
28.2,6.8,24.8,6.19,15.8,52.1,1.5,Wrought Iron,2.64
59.85,4.41,30.61,1.3,4.55,51.55,3.08,Open Hearth iron,1.65
386.0,4.5,3.0,9.74,32.1,2.6,1.5,Bessemer Steel,2.15
57.0,7.3,17.8,11.7,11.7,15.8,1.5,Wrought Iron,3.5
29.8,7.3,46.4,6.3,20.9,18.6,1.5,Open Hearth iron,1.43
3.3,7.6,37.0,11.13,8.7,70.1,3.0,Open Hearth iron,6.99
177.9,4.8,29.1,16.14,18.2,46.1,3.0,Wrought Iron,4.24
20.68,7.29,18.28,4.0,10.81,25.95,1.58,Wrought Iron,1.87
25.63,6.68,27.93,5.25,8.2,32.9,3.0,Open Hearth iron,3.52
59.8,4.5,30.8,6.58,4.4,51.7,1.5,Open Hearth iron,5.66
10.0,8.8,31.2,7.95,7.2,31.2,3.0,Open Hearth iron,2.16
